"lastTradeDate","Type","ask","bid","change","contractSize","contractSymbol","currency","expiration","impliedVolatility","inTheMoney","lastPrice","openInterest","percentChange","strike","volume","tic","Date","Expiration","tau","mid","Spot"
2023-03-22,"calls",11.88,11.72,-3,"REGULAR","SPY230630C00405000","USD",2023-06-30,0.211281080627441,FALSE,12,0,-20,405,16,"SPY","2023-03-22",2023-06-30,0.396825396825397,11.8,392.109985
2023-03-22,"calls",11.37,11.21,-0.16999912,"REGULAR","SPY230630C00406000","USD",2023-06-30,0.20938900970459,FALSE,13.06,0,-1.2849518,406,6,"SPY","2023-03-22",2023-06-30,0.396825396825397,11.29,392.109985
2023-03-22,"calls",10.87,10.71,1.4200001,"REGULAR","SPY230630C00407000","USD",2023-06-30,0.207496938781738,FALSE,13.11,0,12.147136,407,8,"SPY","2023-03-22",2023-06-30,0.396825396825397,10.79,392.109985
2023-03-22,"calls",10.38,10.23,-0.6399994,"REGULAR","SPY230630C00408000","USD",2023-06-30,0.205574350585937,FALSE,12.77,0,-4.7725534,408,104,"SPY","2023-03-22",2023-06-30,0.396825396825397,10.305,392.109985
2023-03-22,"calls",9.91,9.75,-0.97999954,"REGULAR","SPY230630C00409000","USD",2023-06-30,0.203804348754883,FALSE,11.72,0,-7.716532,409,8,"SPY","2023-03-22",2023-06-30,0.396825396825397,9.83,392.109985
2023-03-22,"calls",9.45,9.29,-3,"REGULAR","SPY230630C00410000","USD",2023-06-30,0.202003829650879,FALSE,9.15,0,-24.691359,410,118,"SPY","2023-03-22",2023-06-30,0.396825396825397,9.37,392.109985
2023-03-22,"calls",9,8.85,-1.4000006,"REGULAR","SPY230630C00411000","USD",2023-06-30,0.200203310546875,FALSE,9.9,0,-12.389385,411,32,"SPY","2023-03-22",2023-06-30,0.396825396825397,8.925,392.109985
2023-03-22,"calls",7.33,7.18,-2.3199997,"REGULAR","SPY230630C00415000","USD",2023-06-30,0.193275889587402,FALSE,7.55,0,-23.50557,415,71,"SPY","2023-03-22",2023-06-30,0.396825396825397,7.255,392.109985
2023-03-22,"calls",5.55,5.41,-2.2800002,"REGULAR","SPY230630C00420000","USD",2023-06-30,0.185402433166504,FALSE,5.37,0,-29.803923,420,202,"SPY","2023-03-22",2023-06-30,0.396825396825397,5.48,392.109985
2023-03-22,"calls",4.1,3.97,-1.8399999,"REGULAR","SPY230630C00425000","USD",2023-06-30,0.178444494934082,FALSE,3.97,0,-31.669533,425,1165,"SPY","2023-03-22",2023-06-30,0.396825396825397,4.035,392.109985
2023-03-22,"calls",2.96,2.84,-1.45,"REGULAR","SPY230630C00430000","USD",2023-06-30,0.172432592163086,FALSE,2.82,0,-33.957848,430,397,"SPY","2023-03-22",2023-06-30,0.396825396825397,2.9,392.109985
2023-03-22,"calls",2.06,1.98,-0.5999999,"REGULAR","SPY230630C00435000","USD",2023-06-30,0.166573275756836,FALSE,1.96,0,-23.437496,435,90,"SPY","2023-03-22",2023-06-30,0.396825396825397,2.02,392.109985
2023-03-22,"calls",1.45,1.36,-0.71000004,"REGULAR","SPY230630C00440000","USD",2023-06-30,0.163094306640625,FALSE,1.44,0,-33.023254,440,82,"SPY","2023-03-22",2023-06-30,0.396825396825397,1.405,392.109985
2023-03-22,"calls",0.98,0.92,-0.61999995,"REGULAR","SPY230630C00445000","USD",2023-06-30,0.159249130249023,FALSE,0.94,0,-39.743587,445,66,"SPY","2023-03-22",2023-06-30,0.396825396825397,0.95,392.109985
2023-03-22,"calls",0.68,0.62,-0.42000008,"REGULAR","SPY230630C00450000","USD",2023-06-30,0.157479128417969,FALSE,0.65,0,-39.252342,450,39,"SPY","2023-03-22",2023-06-30,0.396825396825397,0.65,392.109985
2023-03-22,"calls",0.47,0.43,-0.22999999,"REGULAR","SPY230630C00455000","USD",2023-06-30,0.1562584375,FALSE,0.48,0,-32.394363,455,173,"SPY","2023-03-22",2023-06-30,0.396825396825397,0.45,392.109985
2023-03-22,"calls",0.33,0.29,-0.09,"REGULAR","SPY230630C00460000","USD",2023-06-30,0.155892230224609,FALSE,0.39,0,-18.750002,460,203,"SPY","2023-03-22",2023-06-30,0.396825396825397,0.31,392.109985
2023-03-22,"calls",0.24,0.2,-0.08000001,"REGULAR","SPY230630C00465000","USD",2023-06-30,0.156746713867188,FALSE,0.28,0,-22.222225,465,212,"SPY","2023-03-22",2023-06-30,0.396825396825397,0.22,392.109985
2023-03-22,"calls",0.17,0.14,-0.02000001,"REGULAR","SPY230630C00470000","USD",2023-06-30,0.156990852050781,FALSE,0.21,0,-8.695657,470,3843,"SPY","2023-03-22",2023-06-30,0.396825396825397,0.155,392.109985
2023-03-22,"calls",0.12,0.1,-0.00999999,"REGULAR","SPY230630C00475000","USD",2023-06-30,0.157234990234375,FALSE,0.15,0,-6.2499943,475,20,"SPY","2023-03-22",2023-06-30,0.396825396825397,0.11,392.109985
2023-03-22,"calls",0.09,0.05,-0.04,"REGULAR","SPY230630C00480000","USD",2023-06-30,0.159188095703125,FALSE,0.1,0,-28.571426,480,64,"SPY","2023-03-22",2023-06-30,0.396825396825397,0.07,392.109985
2023-03-22,"calls",0.07,0.03,-0.009999998,"REGULAR","SPY230630C00485000","USD",2023-06-30,0.161141201171875,FALSE,0.09,0,-9.999998,485,2,"SPY","2023-03-22",2023-06-30,0.396825396825397,0.05,392.109985
2023-03-22,"calls",0.05,0.02,-0.02,"REGULAR","SPY230630C00490000","USD",2023-06-30,0.16211775390625,FALSE,0.05,0,-28.571426,490,6,"SPY","2023-03-22",2023-06-30,0.396825396825397,0.035,392.109985
2023-03-21,"calls",0.05,0.01,0,"REGULAR","SPY230630C00495000","USD",2023-06-30,0.168465346679688,FALSE,0.04,0,0,495,8,"SPY","2023-03-21",2023-06-30,0.400793650793651,0.03,398.910004
2023-03-22,"calls",0.04,0.02,0,"REGULAR","SPY230630C00500000","USD",2023-06-30,0.170906728515625,FALSE,0.03,0,0,500,370,"SPY","2023-03-22",2023-06-30,0.396825396825397,0.03,392.109985
2023-03-22,"calls",0.03,0.01,-0.01,"REGULAR","SPY230630C00505000","USD",2023-06-30,0.17188328125,FALSE,0.03,0,-25,505,52,"SPY","2023-03-22",2023-06-30,0.396825396825397,0.02,392.109985
2023-03-22,"calls",0.03,0.01,-0.02,"REGULAR","SPY230630C00510000","USD",2023-06-30,0.17774259765625,FALSE,0.01,0,-66.66667,510,3,"SPY","2023-03-22",2023-06-30,0.396825396825397,0.02,392.109985
2023-03-20,"calls",0.03,0,0,"REGULAR","SPY230630C00515000","USD",2023-06-30,0.1836019140625,FALSE,0.03,0,0,515,13,"SPY","2023-03-20",2023-06-30,0.404761904761905,0.015,393.73999
2023-03-20,"calls",0.03,0,0,"REGULAR","SPY230630C00520000","USD",2023-06-30,0.18946123046875,FALSE,0.02,0,0,520,15,"SPY","2023-03-20",2023-06-30,0.404761904761905,0.015,393.73999
2023-03-22,"calls",0.02,0.01,-0.02,"REGULAR","SPY230630C00525000","USD",2023-06-30,0.18946123046875,FALSE,0.02,0,-50,525,1,"SPY","2023-03-22",2023-06-30,0.396825396825397,0.015,392.109985
2023-03-22,"calls",0.02,0.01,0,"REGULAR","SPY230630C00530000","USD",2023-06-30,0.19336744140625,FALSE,0.02,0,0,530,5,"SPY","2023-03-22",2023-06-30,0.396825396825397,0.015,392.109985
2023-03-07,"calls",0.02,0.01,0,"REGULAR","SPY230630C00535000","USD",2023-06-30,0.1992267578125,FALSE,0.02,0,0,535,10,"SPY","2023-03-07",2023-06-30,0.456349206349206,0.015,396.755768
2023-03-17,"calls",0.02,0.01,0,"REGULAR","SPY230630C00540000","USD",2023-06-30,0.20508607421875,FALSE,0.02,0,0,540,30,"SPY","2023-03-17",2023-06-30,0.416666666666667,0.015,389.98999
2023-03-22,"calls",0.02,0.01,0,"REGULAR","SPY230630C00545000","USD",2023-06-30,0.210945390625,FALSE,0.02,0,0,545,35,"SPY","2023-03-22",2023-06-30,0.396825396825397,0.015,392.109985
2023-03-08,"calls",246.26,242.69,0,"REGULAR","SPY230721C00150000","USD",2023-07-21,0.975952388916016,TRUE,249,0,0,150,NA,"SPY","2023-03-08",2023-07-21,0.535714285714286,244.475,397.40332
2023-02-21,"calls",197.06,193.49,0,"REGULAR","SPY230721C00200000","USD",2023-07-21,0.756228023681641,TRUE,204.75,0,0,200,2,"SPY","2023-02-21",2023-07-21,0.595238095238095,195.275,397.572662
2023-02-24,"calls",167.6,164.06,0,"REGULAR","SPY230721C00230000","USD",2023-07-21,0.644473770141602,TRUE,166.71,0,0,230,3,"SPY","2023-02-24",2023-07-21,0.583333333333333,165.83,394.872955
2023-03-16,"calls",162.71,159.19,0,"REGULAR","SPY230721C00235000","USD",2023-07-21,0.627689270019531,TRUE,154.74,0,0,235,6,"SPY","2023-03-16",2023-07-21,0.503968253968254,160.95,394.603973
2023-01-31,"calls",161.22,159.41,0,"REGULAR","SPY230721C00240000","USD",2023-07-21,0.746645599975586,TRUE,167.2,9,0,240,9,"SPY","2023-01-31",2023-07-21,0.678571428571429,160.315,404.93457
2023-02-14,"calls",154.16,152.34,0,"REGULAR","SPY230721C00245000","USD",2023-07-21,0.662845168457031,TRUE,167.4,1,0,245,NA,"SPY","2023-02-14",2023-07-21,0.623015873015873,153.25,411.071167
2023-03-13,"calls",148.05,144.51,0,"REGULAR","SPY230721C00250000","USD",2023-07-21,0.576786458740234,TRUE,134.4,0,0,250,1,"SPY","2023-03-13",2023-07-21,0.515873015873016,146.28,383.894836
2023-02-10,"calls",135.22,132.62,0,"REGULAR","SPY230721C00255000","USD",2023-07-21,1e-05,TRUE,156.4,1,0,255,2,"SPY","2023-02-10",2023-07-21,0.638888888888889,133.92,406.488647
2023-03-13,"calls",138.31,134.73,0,"REGULAR","SPY230721C00260000","USD",2023-07-21,0.543949873046875,TRUE,131.2,0,0,260,2,"SPY","2023-03-13",2023-07-21,0.515873015873016,136.52,383.894836
2023-02-13,"calls",128.02,126.2,0,"REGULAR","SPY230721C00265000","USD",2023-07-21,0.371344177246094,TRUE,150.59,0,0,265,2,"SPY","2023-02-13",2023-07-21,0.626984126984127,127.11,411.260406
2023-03-13,"calls",128.59,124.99,0,"REGULAR","SPY230721C00270000","USD",2023-07-21,0.512333978271484,TRUE,119.69,0,0,270,6,"SPY","2023-03-13",2023-07-21,0.515873015873016,126.79,383.894836
2023-02-17,"calls",121,119.44,0,"REGULAR","SPY230721C00275000","USD",2023-07-21,0.468572208862305,TRUE,133.65,4,0,275,4,"SPY","2023-02-17",2023-07-21,0.611111111111111,120.22,405.711609
2023-03-21,"calls",118.91,115.33,0,"REGULAR","SPY230721C00280000","USD",2023-07-21,0.528874340209961,TRUE,122.55,0,0,280,4,"SPY","2023-03-21",2023-07-21,0.484126984126984,117.12,398.910004
2023-02-13,"calls",108.84,107.16,0,"REGULAR","SPY230721C00285000","USD",2023-07-21,0.354437608032226,TRUE,131.96,119,0,285,42,"SPY","2023-02-13",2023-07-21,0.626984126984127,108,411.260406
2023-03-14,"calls",109.25,105.71,0,"REGULAR","SPY230721C00290000","USD",2023-07-21,0.495549478149414,TRUE,105,0,0,290,1,"SPY","2023-03-14",2023-07-21,0.511904761904762,107.48,390.240662
2023-03-09,"calls",104.47,100.92,0,"REGULAR","SPY230721C00295000","USD",2023-07-21,0.479985668945312,TRUE,101.51,0,0,295,1,"SPY","2023-03-09",2023-07-21,0.531746031746032,102.695,390.071289
2023-03-21,"calls",99.67,96.16,0,"REGULAR","SPY230721C00300000","USD",2023-07-21,0.463872548828125,TRUE,102.59,0,0,300,1,"SPY","2023-03-21",2023-07-21,0.484126984126984,97.915,398.910004
2023-02-23,"calls",94.92,91.42,0,"REGULAR","SPY230721C00305000","USD",2023-07-21,0.448705464172363,TRUE,102.21,0,0,305,3,"SPY","2023-02-23",2023-07-21,0.587301587301587,93.17,399.136688
2023-03-22,"calls",90.33,86.71,-2.4899979,"REGULAR","SPY230721C00310000","USD",2023-07-21,0.436529072265625,TRUE,95.83,0,-2.5325446,310,2,"SPY","2023-03-22",2023-07-21,0.48015873015873,88.52,392.109985
2023-03-15,"calls",85.66,82.13,0,"REGULAR","SPY230721C00315000","USD",2023-07-21,0.422430092163086,TRUE,77.78,0,0,315,6,"SPY","2023-03-15",2023-07-21,0.507936507936508,83.895,387.799957
2023-03-20,"calls",80.99,77.51,0,"REGULAR","SPY230721C00320000","USD",2023-07-21,0.408056456604004,TRUE,80.51,0,0,320,4,"SPY","2023-03-20",2023-07-21,0.488095238095238,79.25,393.73999
2023-03-15,"calls",76.32,72.94,0,"REGULAR","SPY230721C00325000","USD",2023-07-21,0.393408165588379,TRUE,68.52,11,0,325,1,"SPY","2023-03-15",2023-07-21,0.507936507936508,74.63,387.799957
2023-03-22,"calls",71.9,68.42,13.010002,"REGULAR","SPY230721C00330000","USD",2023-07-21,0.382605050964355,TRUE,76.3,0,20.556173,330,5,"SPY","2023-03-22",2023-07-21,0.48015873015873,70.16,392.109985
2023-03-20,"calls",67.42,63.96,0,"REGULAR","SPY230721C00335000","USD",2023-07-21,0.370184520874023,TRUE,65.62,0,0,335,3,"SPY","2023-03-20",2023-07-21,0.488095238095238,65.69,393.73999
2023-03-22,"calls",63,59.57,2.159996,"REGULAR","SPY230721C00340000","USD",2023-07-21,0.358160715332031,TRUE,67.24,0,3.318986,340,5,"SPY","2023-03-22",2023-07-21,0.48015873015873,61.285,392.109985
2023-03-22,"calls",58.63,55.26,0.97999954,"REGULAR","SPY230721C00345000","USD",2023-07-21,0.346258978881836,TRUE,61.97,0,1.60682,345,5,"SPY","2023-03-22",2023-07-21,0.48015873015873,56.945,392.109985
2023-03-22,"calls",54.42,51.08,0.15000153,"REGULAR","SPY230721C00350000","USD",2023-07-21,0.335883106079102,TRUE,58.34,0,0.25777888,350,11,"SPY","2023-03-22",2023-07-21,0.48015873015873,52.75,392.109985
2023-03-22,"calls",50.25,46.94,11.23,"REGULAR","SPY230721C00355000","USD",2023-07-21,0.325202060546875,TRUE,54.02,84,26.244446,355,6,"SPY","2023-03-22",2023-07-21,0.48015873015873,48.595,392.109985
2023-03-22,"calls",45.3,43.55,-0.47999954,"REGULAR","SPY230721C00360000","USD",2023-07-21,0.303443244934082,TRUE,42.69,0,-1.1118823,360,4,"SPY","2023-03-22",2023-07-21,0.48015873015873,44.425,392.109985
2023-03-20,"calls",42.21,38.99,0,"REGULAR","SPY230721C00365000","USD",2023-07-21,0.304908074035645,TRUE,42.19,77,0,365,14,"SPY","2023-03-20",2023-07-21,0.488095238095238,40.6,393.73999
2023-03-22,"calls",38.34,35.2,-3.040001,"REGULAR","SPY230721C00370000","USD",2023-07-21,0.295020477600098,TRUE,36.45,0,-7.6981535,370,4,"SPY","2023-03-22",2023-07-21,0.48015873015873,36.77,392.109985
2023-03-22,"calls",33.79,32.01,-4.8199997,"REGULAR","SPY230721C00375000","USD",2023-07-21,0.275855630187988,TRUE,33.1,0,-12.710971,375,2,"SPY","2023-03-22",2023-07-21,0.48015873015873,32.9,392.109985
2023-03-22,"calls",30.16,28.43,-0.69999695,"REGULAR","SPY230721C00380000","USD",2023-07-21,0.266486827392578,TRUE,33.4,0,-2.052777,380,4,"SPY","2023-03-22",2023-07-21,0.48015873015873,29.295,392.109985
2023-03-22,"calls",27.42,24.31,-2.790001,"REGULAR","SPY230721C00385000","USD",2023-07-21,0.265693378295898,TRUE,26.73,0,-9.451222,385,6,"SPY","2023-03-22",2023-07-21,0.48015873015873,25.865,392.109985
2023-03-22,"calls",23.31,21.85,-3.9000015,"REGULAR","SPY230721C00390000","USD",2023-07-21,0.247718704528809,TRUE,22.47,0,-14.789539,390,45,"SPY","2023-03-22",2023-07-21,0.48015873015873,22.58,392.109985
2023-03-22,"calls",19.58,19.42,-3.8899994,"REGULAR","SPY230721C00395000","USD",2023-07-21,0.232337998962402,FALSE,19.35,0,-16.738379,395,1468,"SPY","2023-03-22",2023-07-21,0.48015873015873,19.5,392.109985
2023-03-22,"calls",16.61,16.46,-3.7600002,"REGULAR","SPY230721C00400000","USD",2023-07-21,0.223365920715332,FALSE,16.31,0,-18.734432,400,2011,"SPY","2023-03-22",2023-07-21,0.48015873015873,16.535,392.109985
2023-03-22,"calls",13.85,13.7,-3.46,"REGULAR","SPY230721C00405000","USD",2023-07-21,0.214470135650635,FALSE,13.72,3924,-20.139698,405,856,"SPY","2023-03-22",2023-07-21,0.48015873015873,13.775,392.109985
2023-03-22,"calls",11.33,11.18,-3.0100002,"REGULAR","SPY230721C00410000","USD",2023-07-21,0.205772712860107,FALSE,11.29,0,-21.048952,410,420,"SPY","2023-03-22",2023-07-21,0.48015873015873,11.255,392.109985
2023-03-22,"calls",9.07,8.93,-2.5,"REGULAR","SPY230721C00415000","USD",2023-07-21,0.197319428253174,FALSE,8.97,0,-21.79599,415,507,"SPY","2023-03-22",2023-07-21,0.48015873015873,9,392.109985
2023-03-22,"calls",7.12,6.98,-2.5100002,"REGULAR","SPY230721C00420000","USD",2023-07-21,0.189613816833496,FALSE,6.95,7744,-26.532772,420,483,"SPY","2023-03-22",2023-07-21,0.48015873015873,7.05,392.109985
2023-03-22,"calls",5.46,5.33,-1.73,"REGULAR","SPY230721C00425000","USD",2023-07-21,0.18241174041748,FALSE,5.6,0,-23.601637,425,204,"SPY","2023-03-22",2023-07-21,0.48015873015873,5.395,392.109985
2023-03-22,"calls",4.1,3.99,-1.5299997,"REGULAR","SPY230721C00430000","USD",2023-07-21,0.176003113098145,FALSE,4.07,0,-27.321424,430,332,"SPY","2023-03-22",2023-07-21,0.48015873015873,4.045,392.109985
2023-03-22,"calls",3.02,2.91,-1.3900001,"REGULAR","SPY230721C00435000","USD",2023-07-21,0.170418452148438,FALSE,2.95,0,-32.02765,435,542,"SPY","2023-03-22",2023-07-21,0.48015873015873,2.965,392.109985
2023-03-22,"calls",2.15,2.09,-1,"REGULAR","SPY230721C00440000","USD",2023-07-21,0.16486430847168,FALSE,2.1,0,-32.258068,440,430,"SPY","2023-03-22",2023-07-21,0.48015873015873,2.12,392.109985
2023-03-22,"calls",1.56,1.47,-0.26,"REGULAR","SPY230721C00445000","USD",2023-07-21,0.161690512084961,FALSE,2.04,0,-11.304348,445,61,"SPY","2023-03-22",2023-07-21,0.48015873015873,1.515,392.109985
2023-03-22,"calls",1.09,1.06,-0.5100001,"REGULAR","SPY230721C00450000","USD",2023-07-21,0.158150508422852,FALSE,1.06,14142,-32.48408,450,3880,"SPY","2023-03-22",2023-07-21,0.48015873015873,1.075,392.109985
2023-03-22,"calls",0.78,0.72,-0.31000006,"REGULAR","SPY230721C00455000","USD",2023-07-21,0.156380506591797,FALSE,0.77,0,-28.703707,455,488,"SPY","2023-03-22",2023-07-21,0.48015873015873,0.75,392.109985
2023-03-22,"calls",0.56,0.51,-0.27999997,"REGULAR","SPY230721C00460000","USD",2023-07-21,0.155159815673828,FALSE,0.54,3343,-34.14634,460,1729,"SPY","2023-03-22",2023-07-21,0.48015873015873,0.535,392.109985
2023-03-22,"calls",0.4,0.36,-0.20000002,"REGULAR","SPY230721C00465000","USD",2023-07-21,0.15430533203125,FALSE,0.4,0,-33.333336,465,546,"SPY","2023-03-22",2023-07-21,0.48015873015873,0.38,392.109985
2023-03-22,"calls",0.3,0.26,-0.03999999,"REGULAR","SPY230721C00470000","USD",2023-07-21,0.155037746582031,FALSE,0.35,0,-10.256408,470,364,"SPY","2023-03-22",2023-07-21,0.48015873015873,0.28,392.109985
2023-03-21,"calls",0.22,0.19,0,"REGULAR","SPY230721C00475000","USD",2023-07-21,0.155281884765625,FALSE,0.29,0,0,475,3,"SPY","2023-03-21",2023-07-21,0.484126984126984,0.205,398.910004
2023-03-22,"calls",0.16,0.13,-0.09,"REGULAR","SPY230721C00480000","USD",2023-07-21,0.155526022949219,FALSE,0.14,0,-39.130436,480,652,"SPY","2023-03-22",2023-07-21,0.48015873015873,0.145,392.109985
2023-03-22,"calls",0.12,0.09,-0.030000001,"REGULAR","SPY230721C00485000","USD",2023-07-21,0.1562584375,FALSE,0.15,0,-16.666668,485,196,"SPY","2023-03-22",2023-07-21,0.48015873015873,0.105,392.109985
2023-03-22,"calls",0.09,0.06,-0.009999998,"REGULAR","SPY230721C00490000","USD",2023-07-21,0.157234990234375,FALSE,0.12,0,-7.6923065,490,301,"SPY","2023-03-22",2023-07-21,0.48015873015873,0.075,392.109985
2023-03-22,"calls",0.07,0.04,-0.009999998,"REGULAR","SPY230721C00495000","USD",2023-07-21,0.159188095703125,FALSE,0.09,0,-9.999998,495,200,"SPY","2023-03-22",2023-07-21,0.48015873015873,0.055,392.109985
2023-03-22,"calls",0.06,0.04,-0.02,"REGULAR","SPY230721C00500000","USD",2023-07-21,0.16211775390625,FALSE,0.05,0,-28.571426,500,501,"SPY","2023-03-22",2023-07-21,0.48015873015873,0.05,392.109985
2023-03-22,"calls",0.05,0.01,-0.009999998,"REGULAR","SPY230721C00505000","USD",2023-07-21,0.165047412109375,FALSE,0.05,1662,-16.666664,505,116,"SPY","2023-03-22",2023-07-21,0.48015873015873,0.03,392.109985
2023-03-22,"calls",0.04,0.01,-0.02,"REGULAR","SPY230721C00510000","USD",2023-07-21,0.167000517578125,FALSE,0.04,334,-33.333336,510,5,"SPY","2023-03-22",2023-07-21,0.48015873015873,0.025,392.109985
2023-03-22,"calls",0.03,0.01,-0.01,"REGULAR","SPY230721C00515000","USD",2023-07-21,0.167000517578125,FALSE,0.03,0,-25,515,200,"SPY","2023-03-22",2023-07-21,0.48015873015873,0.02,392.109985
2023-03-17,"calls",0.03,0,0,"REGULAR","SPY230721C00520000","USD",2023-07-21,0.172859833984375,FALSE,0.04,1103,0,520,85,"SPY","2023-03-17",2023-07-21,0.5,0.015,389.98999
2023-03-17,"calls",0.03,0.01,0,"REGULAR","SPY230721C00525000","USD",2023-07-21,0.17774259765625,FALSE,0.04,0,0,525,73,"SPY","2023-03-17",2023-07-21,0.5,0.02,389.98999
2023-03-17,"calls",0.03,0.01,0,"REGULAR","SPY230721C00530000","USD",2023-07-21,0.1836019140625,FALSE,0.03,0,0,530,24,"SPY","2023-03-17",2023-07-21,0.5,0.02,389.98999
2023-03-15,"calls",0.02,0.01,-0.01,"REGULAR","SPY230721C00535000","USD",2023-07-21,0.18164880859375,FALSE,0.02,0,-33.333336,535,12,"SPY","2023-03-15",2023-07-21,0.507936507936508,0.015,387.799957
2023-03-22,"calls",0.02,0.01,0,"REGULAR","SPY230721C00540000","USD",2023-07-21,0.18555501953125,FALSE,0.02,0,0,540,1,"SPY","2023-03-22",2023-07-21,0.48015873015873,0.015,392.109985
2023-03-17,"calls",0.02,0.01,0,"REGULAR","SPY230721C00545000","USD",2023-07-21,0.1914143359375,FALSE,0.02,0,0,545,2,"SPY","2023-03-17",2023-07-21,0.5,0.015,389.98999
2023-03-10,"calls",0.02,0,0,"REGULAR","SPY230721C00550000","USD",2023-07-21,0.195320546875,FALSE,0.01,0,0,550,21,"SPY","2023-03-10",2023-07-21,0.527777777777778,0.01,384.44278
2023-03-21,"calls",0.02,0,0,"REGULAR","SPY230721C00555000","USD",2023-07-21,0.20117986328125,FALSE,0.01,0,0,555,550,"SPY","2023-03-21",2023-07-21,0.484126984126984,0.01,398.910004
2023-03-09,"calls",0.02,0,0,"REGULAR","SPY230721C00560000","USD",2023-07-21,0.20508607421875,FALSE,0.02,0,0,560,31,"SPY","2023-03-09",2023-07-21,0.531746031746032,0.01,390.071289
2023-03-21,"calls",0.02,0,0,"REGULAR","SPY230721C00565000","USD",2023-07-21,0.20899228515625,FALSE,0.01,0,0,565,51,"SPY","2023-03-21",2023-07-21,0.484126984126984,0.01,398.910004
2023-03-20,"calls",0.02,0,0,"REGULAR","SPY230721C00575000","USD",2023-07-21,0.2187578125,FALSE,0.01,0,0,575,319,"SPY","2023-03-20",2023-07-21,0.488095238095238,0.01,393.73999
2023-03-17,"calls",0.02,0,0,"REGULAR","SPY230721C00580000","USD",2023-07-21,0.2226640234375,FALSE,0.01,0,0,580,3,"SPY","2023-03-17",2023-07-21,0.5,0.01,389.98999
2023-02-02,"calls",0.03,0,0,"REGULAR","SPY230721C00585000","USD",2023-07-21,0.23633576171875,FALSE,0.04,8,0,585,1,"SPY","2023-02-02",2023-07-21,0.670634920634921,0.015,415.195404
2023-03-17,"calls",0.02,0,0,"REGULAR","SPY230721C00590000","USD",2023-07-21,0.23242955078125,FALSE,0.01,0,0,590,400,"SPY","2023-03-17",2023-07-21,0.5,0.01,389.98999
2023-03-03,"calls",0.01,0,0,"REGULAR","SPY230721C00595000","USD",2023-07-21,0.2226640234375,FALSE,0.01,0,0,595,1,"SPY","2023-03-03",2023-07-21,0.555555555555556,0.005,402.653259
2023-03-20,"calls",0.01,0,0,"REGULAR","SPY230721C00600000","USD",2023-07-21,0.226570234375,FALSE,0.02,0,0,600,200,"SPY","2023-03-20",2023-07-21,0.488095238095238,0.005,393.73999
2023-02-07,"calls",0.01,0,0,"REGULAR","SPY230721C00605000","USD",2023-07-21,0.2304764453125,FALSE,0.01,5,0,605,4,"SPY","2023-02-07",2023-07-21,0.650793650793651,0.005,413.61145
2023-03-15,"calls",0.01,0,0,"REGULAR","SPY230721C00625000","USD",2023-07-21,0.2461012890625,FALSE,0.01,0,0,625,NA,"SPY","2023-03-15",2023-07-21,0.507936507936508,0.005,387.799957
2023-03-08,"calls",0.01,0,0,"REGULAR","SPY230721C00630000","USD",2023-07-21,0.2500075,FALSE,0.01,0,0,630,30,"SPY","2023-03-08",2023-07-21,0.535714285714286,0.005,397.40332
2023-03-20,"calls",0.01,0,0,"REGULAR","SPY230721C00635000","USD",2023-07-21,0.2539137109375,FALSE,0.01,0,0,635,1,"SPY","2023-03-20",2023-07-21,0.488095238095238,0.005,393.73999
2023-02-21,"calls",0.01,0,0,"REGULAR","SPY230721C00640000","USD",2023-07-21,0.257819921875,FALSE,0.01,0,0,640,1,"SPY","2023-02-21",2023-07-21,0.595238095238095,0.005,397.572662
2023-02-23,"calls",0.01,0,0,"REGULAR","SPY230721C00645000","USD",2023-07-21,0.2617261328125,FALSE,0.01,0,0,645,2,"SPY","2023-02-23",2023-07-21,0.587301587301587,0.005,399.136688
2023-03-13,"calls",0,0,0,"REGULAR","SPY230721C00650000","USD",2023-07-21,0.12500875,FALSE,0.01,0,0,650,1,"SPY","2023-03-13",2023-07-21,0.515873015873016,0,383.894836
2023-03-08,"calls",148.82,145.47,0,"REGULAR","SPY230818C00250000","USD",2023-08-18,0.546025047607422,TRUE,151.66,0,0,250,NA,"SPY","2023-03-08",2023-08-18,0.646825396825397,147.145,397.40332
2023-03-13,"calls",139.2,135.85,0,"REGULAR","SPY230818C00260000","USD",2023-08-18,0.51837639831543,TRUE,132.4,0,0,260,NA,"SPY","2023-03-13",2023-08-18,0.626984126984127,137.525,383.894836
2023-03-15,"calls",129.65,126.33,0,"REGULAR","SPY230818C00270000","USD",2023-08-18,0.531529342956543,TRUE,123.78,0,0,270,NA,"SPY","2023-03-15",2023-08-18,0.619047619047619,127.99,387.799957
2023-03-21,"calls",120.18,116.76,0,"REGULAR","SPY230818C00280000","USD",2023-08-18,0.503728107299805,TRUE,122.72,0,0,280,2,"SPY","2023-03-21",2023-08-18,0.595238095238095,118.47,398.910004
2023-02-24,"calls",96.69,93.42,0,"REGULAR","SPY230818C00305000","USD",2023-08-18,0.435735623168945,TRUE,98,0,0,305,1,"SPY","2023-02-24",2023-08-18,0.694444444444444,95.055,394.872955
2023-03-14,"calls",92.15,88.78,0,"REGULAR","SPY230818C00310000","USD",2023-08-18,0.424322163085938,TRUE,84.82,0,0,310,2,"SPY","2023-03-14",2023-08-18,0.623015873015873,90.465,390.240662
